word,nikkud,transliteration
פחמימן,פַּחְמֵימָן,pakhmeymán
פחמן,פַּחְמָן,pakhmán
פחמתי,פַּחְמָתִי,pakhmatí
פחמתית,פַּחְמָתִית,pakhmatít
פטדה,פִּטְדָה,pitdá
פטה,פֶטָה,féta
פטה,פָּטֶה,paté
פטוטרת,פְּטוֹטֶרֶת,ptotéret
פטור,פִּטּוּר,pitúr
פטור,פְּטוֹר,ptor
פטיו,פַּטְיוֹ,pátio
פטיפור,פֶּטִיפוּר,petifuré
פטירה,פְּטִירָה,ptirá
פטיש,פַּטִּישׁ,patísh
פטיש,פֵטִישׁ,fétish
פטישיזם,פֶטִישִׁיזְם,fetishízm
פטישים,פַּטִּישִׁים,patishím
פטל,פֶּטֶל,pétel
פטלי,פָטָלִי,fatáli
פטליזם,פָטָלִיזְם,fatalizem
פטנט,פָּטֵנְט,patént
פטנטי,פָּטֶנְטִי,paténti
פטפוט,פִּטְפּוּט,pitpút
פטפון,פָּטֶפוֹן,pátefon
פטפטן,פַּטְפְּטָן,patpetán
פטר,פֶּטֶר,péter
פטר,פָּטַר,patár
פטרוגליף,פֶּטְרוֹגְלִיף,petroglíf
פטרוזיליה,פֶּטְרוֹזִילְיָה,petrozílya
פטרולוגיה,פֶּטְרוֹלוֹגְיָה,petrológya
פטרון,פַּטְרוֹן,patrón
פטרושקה,פֶּטְרוּשְׁקֶה,pétrushke
פטריארכיה,פַּטְרִיאַרְכְיָה,patriárchya
פטריארכלי,פַּטְרִיאַרְכָלִי,patriarkháli
פטריה,פִּטְרִיָּה,pitriyáh
פטריה,פִּטְרִיָּה,pitriyá
פטריוט,פַּטְרִיוֹט,pátriyot
פטריוטי,פַּטְרִיוֹטִי,pátriyoti
פטריוטיות,פַּטְרִיוֹטִיּוּת,pátriyotiyut
פטריכור,פֶּטְרִיכּוֹר,ptrikór
פי,פִּי,pi
פיאסקו,פִיאַסְקוֹ,fiásko
פיברגלס,פִיבֶּרְגְּלָס,fiberglás
פיג'מה,פִּיגָ'מָה,pijáma
פיג'מות,פִּיגָ'מוֹת,pijámot
פיגלה,פֶיְגָלֶה,féygale
פיגמנט,פִּיגְמֶנְט,pigmént
פידבק,פִידְבֶּק,fídbek
פיה,פֵיָה,feyá
פיה,פִּיָּה,piyá
פיהרר,פִיהְרֶר,firér
פיו,פִּיו,piv
פיוט,פִּיּוּט,piyút
פיום,פִּיּוּם,píyum
פיום,פִּיּוּם,píyim
פיון,פִּיּוֹן,piyón
פיונית,פִּיּוֹנִית,píyonit
פיורד,פְיוֹרְד,fyórd
פיזיולוג,פִיזְיוֹלוֹג,fizyológ
פיזיולוגי,פִיזְיוֹלוֹגִי,fizyológi
פיזיולוגיה,פִיזְיוֹלוֹגְיָה,fizyológya
פיזיקאי,פִיזִיקַאי,fizikaí
פיזיקה,פִיזִיקָה,fiziká
פיזיקה,פִיזִיקָה,fizicá
פיזיקלי,פִיזִיקָלִי,fizikáli
פיזיקלית,פִיזִיקָלִית,fizikálit
פיזיקלית,פִיזִיקָלִית,fizikálit
פיטאיה,פִּיטָאיָה,pitaayá
פיטנגו,פִּיטַנְגּוֹ,pitángo
פייטר,פָיְיטֶר,fáyter
פיל,פִּיל,pil
פיל,הַפִּיל,hapíl
פילגש,פִּילֶגֶשׁ,pilégesh
פילוגנטיקה,פִילוֹגֶנֶטִיקָה,filogenétika
פילוט,פַּיְלוֹט,paylót
פילולוגיה,פִילוֹלוֹגְיָה,filológya
פילוסופי,פִילוֹסוֹפִי,filosófi
פילטיס,פִּילָטִיס,pilátis
פילטליה,פִילָטֶלְיָה,filatélya
פילטר,פִילְטֶר,fílter
פיליה,פִילְיָה,fílya
פילינג,פִּילִינְג,pilíng
פיליפס,פִילִיפְּס,fílips
פילנתרופ,פִילַנְתְּרוֹפּ,filantróp
פים,פִּים,pim
פין,פִּין,pin
פין,פִּין,pín
פינג,פִּינְג,ping
פינג'אן,פִינְגָ'אן,finján
פינגוין,פִּינְגְּוִין,pingwín
פינטבול,פֵּינְטְבּוֹל,paintból
פינית,פִינִית,finít
פינל,פַיְנֶל,fainél
פינליסט,פַיְנָלִיסְט,faynalíst
פיננסית,פִינַנְסִית,finánsit
פינצטה,פִּינְצֶטָה,pintséta
פיס,פַּיִס,páyis
פיסטוק,פִיסְטוּק,fístuk
פיסת,פִּסַּת,pisat
פיפ,פִּיפּ,pip
פיפטה,פִּיפֶּטָה,pipéta
פיפי,פִּיפִּי,pípi
פיפיות,פִּיפִיּוֹת,pifiyót
פיפית,פִּיפִית,pipít
פיצה,פִּיצָה,pítsa
פיצוץ,פִּיצוּץ,pitsúts
פיצוציה,פִּיצוּצִיָּה,pitsusiyá
פיצריה,פִּיצֵרִיָּה,pitseríya
פיק,פִּיק,pik
פיקה,פִּיקָה,piká
פיקולו,פִּיקוֹלוֹ,pikoló
פיקולוגיה,פִיקוֹלוֹגְיָה,fikológya
פיקנטי,פִּיקַנְטִי,pikánti
פיקנטיות,פִּיקַנְטִיּוּת,pikántiyut
פיקנטריה,פִּיקַנְטֶרְיָה,pikanteri'ya
פיקסל,פִּיקְסֶל,píksel
פיר,פִּיר,pir
פירה,פִּירֶה,piré
פירואט,פִּירוּאֶט,piruét
פירוטכניקה,פִּירוֹטֶכְנִיקָה,pirotékhnika
פירומניה,פִּירוֹמַנְיָה,pirománya
פירוס,פִּירוּס,pírus
פירוקסילין,פִּירוֹקְסִילִין,piroxilín
פירט,פִּירָט,pirát
פירטי,פִּירָטִי,piráti
פירטיות,פִּירָטִיוּת,pirátiyut
פירמידה,פִּירָמִידָה,piramída
פיש,פִישׁ,fish
פיתה,פִּיתָה,píta
פיתום,פִּיתוֹם,pitóm
פך,פַּךְ,pakh
פכח,פִּכֵּחַ,pikéakh
פכים,פַּכִּים,pakím
פכסם,פַּכְסַם,pakhsám
פכסם,פַּכְסָם,pakhsám
פלא,פֶּלֶא,péle
פלאוגן,פָּלֵאוֹגֵן,paleogén
פלאוגרפיה,פָּלֵאוֹגְרַפְיָה,paleográfya
פלאוזואיקון,פָּלֵאוֹזוֹאִיקוֹן,paleozo'ikón
פלאונטולוגיה,פָּלֵאוֹנְטוֹלוֹגְיָה,paleontológya
פלאוקן,פָלֵאוֹקֵן,paléoken
פלאות,פְּלָאוֹת,plaót
פלאי,פִּלְאֵי,pil'eí
פלאפון,פֶּלֶאפוֹן,pélefon
פלאפל,פָלַאפֶל,faláfel
פלביסציט,פְּלֶבִּיסְצִיט,plebischít
פלג,פְּלָג,plág
פלג,פֶּלֶג,péleg
פלג,פִּלֵּג,pylég
פלגה,פְּלֻגָּה,plugá
פלגיאט,פְּלַגְיָאט,plagiát
פלגמט,פְלֶגְמָט,flegmát
פלגמטי,פְלֶגְמָטִי,flegmáti
פלגתא,פְּלֻגְתָּא,plugtá
פלד,פֶלֶד,péled
פלדה,פְּלָדָה,pladá
פלואור,פְלוּאוֹר,fluór
פלואוריד,פְלוּאוֹרִיד,fluoríd
פלואורסצנטית,פְלוּאוֹרֶסְצֶנְטִית,florschantít
פלוגיסטון,פְלוֹגִיסְטוֹן,flogistón
פלוטוניום,פְּלוּטוֹנְיוּם,plotonyúm
פלוטילה,פְלוֹטִילָה,flotíla
פלומבה,פְּלוֹמְבָּה,plómba
פלומה,פְּלוּמָה,plumá
פלונטר,פְּלוֹנְטֵר,plónter
פלוני,פְּלוֹנִי,ploní
פלורה,פְלוֹרָה,flóra
פלורליזם,פְּלוּרָלִיזְם,pluralizém
פלזמה,פְּלַזְמָה,plázma
פלח,פֶּלַח,pélakh
פלח,פַלָּח,falákh
פלחה,פַלְחָה,fálkha
פלחן,פֻּלְחָן,pulkhán
פלט,פֶּלֶט,pélet
פלטה,פְּלֵטָה,pletá
פלטה,פְּלָטָה,pláta
פלטינה,פְּלָטִינָה,platína
פלטפוס,פְּלַטְפוּס,flatfús
פלטפורמה,פְּלַטְפוֹרְמָה,platfórma
פלטר,פַּלְטֵר,paltér
פלטרין,פַּלְטֵרִין,palterín
פליאטיבי,פַּלְיָאטִיבִי,palyatívi
פליארקטי,פָּלֵיאַרְקְטִי,paleárkti
פליוקן,פְּלִיוֹקֵן,plíyoken
פליז,פְּלִיז,pliz
פליט,פָּלִיט,palít
פליטה,פְּלִיטָה,plíta
פליטה,פְּלִיטָה,plitá
פלילית,פְּלִילִית,plílit
פלילית,פְּלִילִית,plilít
פלינדרום,פָּלִינְדְּרוֹם,palindróm
פליסטוקן,פְּלֵיסְטוֹקֵן,pléystoken
פלך,פֶּלֶךְ,pélekh
"פלמ""ח","פַּלְמָ""ח",palmákh
פלמבה,פְלַמְבֶּה,flambe
פלמודה,פַּלְמוּדָה,palmuda
פלמור,פִּלְמוּר,pilmúr
פלמי,פְלֶמִי,flémi
פלמינגו,פְלָמִינְגּוֹ,flamíngo
פלנטה,פְּלַנֶטָה,planéta
פלנטריום,פְּלָנֶטַרְיוּם,planetáryum
פלנקטון,פְּלַנְקְטוֹן,planktón
פלנקס,פָלַנְקְס,falánks
פלס,פֶּלֶס,péles
פלסטי,פְּלַסְטִי,plásti
פלסטיק,פְּלַסְטִיק,plástik
פלסטלינה,פְּלַסְטֶלִינָה,plastelína
פלסמוליזה,פְלַסְמוֹלִיזה,tsitoplazmá
פלסתר,פְּלַסְתֵּר,plastér
פלפול,פִּלְפּוּל,pilpúl
פלפל,פִּלְפֵּל,pilpél
פלצבו,פְּלָצֶבּוֹ,platsébo
פלצור,פַּלְצוּר,paltsúr
פלצן,פַלְצָן,faltsán
פלקטרנתוס,פְּלְקֶטְרַנְתוּס,plectranthus
פלקסגון,פְלֶקְסָגוֹן,fléksagon
פלשת,פְּלֶשֶׁת,pléshet
פלשתים,פְּלִשְׁתִּים,plishtím
פלשתינה,פָּלֶשְׂתִּינָה,palestína
פמוט,פָּמוֹט,pamót
פמיניזם,פֶמִינִיזְם,feminízm
פמליה,פָּמַלְיָה,pamalyá
פמפיה,פֻּמְפִּיָּה,pumpiyá
פמפלט,פַּמְפְלֵט,pamflét
פמפמת,פַּמְפֶּמֶת,pampémet
פן,פֶּן,pen
פן,פֶן,fen
פן,פָּן,pan
פן,פַּן,pan
פנאומטי,פְּנֵאוּמָטִי,pnéomati
פנאומטי,פְּנֵאוּמָטִי,pneumáti
פנאומטיקה,פְּנֵאוּמָטִיקָה,pneumátika
פנאומטית,פְּנֵאוּמָטִית,pneumátit
פנאי,פְּנַאי,pnay
פנאן,פָנָאן,fanán
פנג,פַּנַּג,panág
פנדה,פַּנְדָּה,pánda
פנדורה,פַּנְדּוֹרָה,pandóra
פנדירו,פַנְדֵירוּ,pandeyrú
פנדל,פֶּנְדֶּל,péndel
פנדק,פֻּנְדָק,pundák
פנדקאי,פֻּנְדְּקַאי,pundekáy
פנדר,פֶנְדֶר,fénder
פנה,פִּנָּה,piná
פנוטיפ,פֶנוֹטִיפּ,fenotíp
פנוק,פִּנּוּק,pinúk
פנורמה,פָּנוֹרָמָה,panoráma
פנות,פִּנּוֹת,pinót
פנחס,פִּנְחָס,pinchás
פנטגרם,פֶּנְטַגְרָם,pentagrám
פנטהאוז,פֶּנְטְהָאוּז,penthaúz
פנטומימה,פַּנְטוֹמִימָה,pantomíma
פנטזיה,פַנְטַזְיָה,fantázya
פנטקונטר,פֶּנְטֶקוֹנְטֶר,pentekónter
פנטרה,פֶּנְטֶרָה,pentéra
פני,פְּנֵי,pney
פניו,פָּנָיו,panáv
פנים,פָּנִים,paním
פנים,פְּנִים,pnim
פנימי,פְּנִימִי,pnimí
פנימי,פְּנִימִי,penimí
פנימיה,פְּנִימִיָּה,pnimiyá
פנימיים,פְּנִימִיִּים,pnimiyím
פנימית,פְּנִימִית,penimít
פנימית,פְּנִימִית,pnimít
פנינה,פְּנִינָה,pniná
פנינים,פְּנִינִים,pniním
פניצילין,פֶּנִיצִילִין,penitsilín
פנכה,פִּנְכָּה,pinká
פנל,פַּנֶּל,pánel
פנס,פַּנָּס,panás
פנסיה,פֶּנְסְיָה,pénsya
פנסילבני,פֶּנְסִילְבֶנִי,fansilbení
פנספרמיה,פַּנְסְפֶּרְמִיה,pánspermia
פנצ'ר,פָּנְצֶ'ר,páncher
פנצ'ר,פַּנְצֶ'ר,pántsher
פנצ'ריה,פַּנְצֶ'רִיָּה,pantsheriyá
פנק,פֶנֶק,fének
פנקוטה,פָּנָקוֹטָה,panakóta
פנקיק,פַּנְקֵיְק,pánkeyk
פנקס,פִּנְקָס,pinkás
פנת,פֶּנֶת,pénet
פנתאיזם,פַּנְתֶאִיזְם,panteízm
פנתר,פַּנְתֵּר,panthér
פס,פֶס,fes
פס,פַּס,pas
פס',פָּס',pas
פסגה,פִּסְגָּה,pisgá
פסה,פִּסָּה,pisa
פסון,פָסוֹן,fasón
פסוק,פָּסוּק,pasúk
פסוק,פִּסּוּק,pisúk
פסוקית,פְּסוּקִית,psukít
פסוריאזיס,פְּסוֹרְיָאזִיס,psoryázis
פסח,פֶּסַח,pésach
פסח,פֶּסַח,pesach
פסח,פָּסַח,pásakh
פסח,פֶּסַח,pésakh
פסח,פִּסֵּחַ,piséach
פסטה,פַּסְטָה,pásta
פסטו,פֶּסְטוֹ,pésto
פסטור,פִּסְטוּר,pistúr
פסטיבל,פֶסְטִיבָל,festivál
פסטל,פַּסְטֶל,pástel
פסטל,פַּסְטֶל,pastél
פסטרמה,פַּסְטְרָמָה,pastráma
פסיבי,פָּסִיבִי,pasívi
פסיגי,פְּסִיגִי,psigí
פסיון,פַּסְיוֹן,pasyón
פסיכואנליטיקאי,פְּסִיכוֹאָנָלִיטִיקַאי,psikoanalitíkai
פסיכובלשנות,פְּסִיכוֹבַּלְשָׁנוּת,psikhobalshanút
פסיכוגריאטר,פְּסִיכוֹגֶרִיאַטֶר,psikhogeriáter
פסיכודרמה,פְּסִיכוֹדְרָמָה,psikhódrama
פסיכוזה,פְּסִיכוֹזָה,psichóza
פסיכולוג,פְּסִיכוֹלוֹג,psikhológ
פסיכולוגיה,פְּסִיכוֹלוֹגְיָה,psikhológya
פסיכולוגית,פְּסִיכוֹלוֹגִית,psikhológit
פסיכומטרי,פְּסִיכוֹמֶטְרִי,psikhométri
פסיכוסומטי,פְּסִיכוֹסוֹמָטִי,psikhosomati
פסיכופיזיקה,פְּסִיכוֹפִיזִיקָה,psichofízika
פסיכופתולוגיה,פְּסִיכוֹפָּתוֹלוֹגְיָה,psikhopatológya
פסיכופתיה,פְּסִיכוֹפַּתְיָה,psikhopátya
פסיכותרפיה,פְּסִיכוֹתֶרַפְּיָה,psikhoterápya
פסיכרומטר,פְּסִיכְרוֹמֶטֶר,psichrométer
פסיס,פְּסִיס,psis
פסיעה,פְּסִיעָה,psi'á
פסיעה,פְּסִיעָה,psiá
פסיעת,פְּסִיעַת,psi'át
פסיפלורה,פָּסִיפְלוֹרָה,pasiflorá
פסיקה,פְּסִיקָה,psiká
פסל,פַּסָּל,pasál
פסל,פֶּסֶל,pésel
פסלת,פְּסֹלֶת,pesólet
פסמופיט,פְּסָמוֹפִיט,psamofít
פסנתר,פְּסַנְתֵּר,psantér
פסנתר,פְּסַנְתֵּר,psantér
פסנתרן,פְסָנְתְּרָן,psantrán
פספוס,פַסְפוּס,fasfús
פספוס,פִסְפוּס,fisfús
פספסת,פִסְפַסְתָּ,fisfásta
פסק,פְּסַק,psak
פסקה,פִּסְקָה,piská
פסקויל,פַּסְקְוִיל,páskvil
פסקול,פַּסְקוֹל,paskól
פסקל,פַּסְקָל,pascál
פסקת,פְּסֹקֶת,psóket
פעוט,פָּעוּט,paút
פעור,פָּעוּר,paúr
פעיל,פָּעִיל,pa'íl
פעימה,פְּעִימָה,pe'imá
פעימות,פְּעִימוֹת,pe'imót
פעל,פִּעֵל,pi'él
פעל,פֻּעַל,pu'ál
פעל,פֹּעַל,pó'al
פעל,פָּעַל,pa'ál
פעל,פֹּעַל,póal
פעלה,פְּעֻלָּה,pe'ulá
פעלתן,פְּעַלְתָּן,p'altán
פעם,פַּעַם,pá'am
פעמון,פַּעֲמוֹן,pa'amón
פעמונה,פַּעֲמוֹנָה,pá'amona
פעמונר,פַּעֲמוֹנָר,pa'amonár
פעמי,פַּעֲמִי,pa'amí
פפיה,פָּפָּיָה,papáya
פפיון,פַּפִּיּוֹן,papiyón
פפירוס,פָּפִּירוּס,papírus
פפרוני,פֶּפֶּרוֹנִי,peperóni
פפריקה,פַּפְּרִיקָה,páprika
פצה,פָּצָה,patsá
פצוח,פִּצּוּחַ,pitsúach
פצוי,פִּצּוּי,pitsúy
פצול,פִּצוּל,pitsúl
פצוע,פְּצוּעַ,ptzúa
פציעה,פְּצִיעָה,ptsiáh
פציפיזם,פָצִיפִיזְם,patsifísm
פציפיסט,פָּצִיפִיסְט,patsifíst
פצירה,פְּצִירָה,ptsirá
פצע,פֶּצַע,pétza
פצץ,פָּצָץ,patsáts
פצצה,פְּצָצָה,ptsatsá
פצצות,פְּצָצוֹת,ptzatzót
פצצת,פְּצָצַת,ptsatsát
פקדה,פְּקֻדָּה,pkudá
פקדון,פִּקָּדוֹן,pikadón
פקדות,פְּקֻדּוֹת,pkudót
פקוד,פִּקּוּד,pikúd
פקודה,פְּקֻדָּה,pkudá
פקוח,פִּקּוּחַ,pikúakh
פקוח,פִּקּוּחַ,pikú'ahk
פקוח,פִּקּוּחַ,pikuákh
פקוח,פִּקּוּחַ,pikuach
פקולטה,פָקוּלְטָה,fakúlta
פקח,פַּקָּח,pakách
פקח,פִּקֵּחַ,pikéach
פקטו,פַקְטוֹ,fákto
פקטין,פֶּקְטִין,pektín
פקיד,פָּקִיד,pakíd
פקידה,פְּקִידָה,pkidá
פקימה,פְּקִימָה,pkimá
פקם,פֶּקֶם,pékem
פקן,פֶּקָן,pekán
פקס,פַקְס,faks
פקעית,פְּקָעִית,pkáit
פקעת,פְּקַעַת,pká'at
פקצה,פָקָצָה,fakátsa
פקק,פְּקָק,pkák
פקקת,פַּקֶּקֶת,pakéket
פר,פַּר,par
פרא,פֶּרֶא,pére
פראו,פְּרָאוּ,práu
פרג,פְּרָג,prág
פרג,פָּרָג,parág
פרגואי,פָּרַגְוַאי,paragwaí
פרגוד,פַּרְגּוֹד,pargód
פרגול,פַּרְגּוֹל,pargól
פרגון,פִרְגּוּן,firgún
פרגית,פַּרְגִּית,pargít
פרגמטיזם,פְּרַגְמָטִיזְם,prágmatizm
פרגמטיקה,פְּרַגְמָטִיקָה,pragmátika
פרד,פֶּרֶד,péred
פרד,פְּרָד,prad
פרדה,פְּרֵדָה,predá
פרדוקס,פָּרָדוֹקְס,paradóks
פרדיגמה,פָּרָדִיגְמָה,paradígma
פרדס,פַּרְדֵּס,pardés
פרדסן,פַּרְדְּסָן,pardesán
פרדסנות,פַּרְדְּסָנוּת,pardesanút
פרה,פָּרָה,pará
פרה,פָּרָה,pára
פרהסיה,פַּרְהֶסְיָה,parhésia
פרו,פֵּרוּ,perú
פרואני,פֶּרוּאָנִי,peroani
פרוביוטיקה,פְּרוֹבִּיּוֹטִיקָה,próbiotika
פרוביזורי,פְּרוֹבִיזוֹרִי,provizóri
פרוגסטרון,פְּרוֹגֶסְטֶרוֹן,progesterón
פרוגרסיבי,פְּרוֹגְרֶסִיבִי,progresívi
פרודיה,פָּרוֹדְיָה,paródya
פרוה,פַּרְוֶה,párve
פרוה,פַּרְוָה,parvá
פרוזבול,פְּרוֹזְבּוּל,prozbúl
פרוזדור,פְּרוֹזְדוֹר,prozdór
פרוזה,פְּרוֹזָה,próza
פרוטגוניסט,פְּרוֹטָגוֹנִיסְט,protagónist
פרוטה,פְּרוּטָה,prúta
פרוטה,פְּרוּטָה,prutá
פרוטוזואולוגיה,פְּרוֹטוֹזוֹאוֹלוֹגְיָה,protozo'ológya
פרוטומה,פְּרוֹטוֹמָה,protoma
פרוטון,פְּרוֹטוֹן,protón
פרוטוקול,פְּרוֹטוֹקוֹל,protokól
פרוטקציה,פְּרוֹטֶקְצְיָה,protéktsya
פרויקטור,פְּרוֹיֶקְטוֹר,proyéktor
פרולוג,פְּרוֹלוֹג,prológ
פרולטריון,פְּרוֹלֶטַרְיוֹן,proletáryon
פרומתיום,פְּרוֹמֶתְיוּם,prómathyom
פרון,פַּרְוָן,parván
פרונוס,פְּרוּנוּס,prúnus
פרוספקט,פְּרוֹסְפֶּקְט,prospékt
פרוסתטית,פְּרוֹסְתֵטִית,prostétit
פרוף,פָּרוּף,paroóf
פרופגנדה,פְּרוֹפָּגַנְדָּה,propagánda
פרופיל,פְּרוֹפִיל,profíl
פרופלור,פְּרוֹפֶּלוֹר,propélor
פרופריוספציה,פְּרוֹפְּרִיוֹסֵפְּצְיָה,propriyoséptsya
פרוצדורה,פְּרוֹצֶדוּרָה,protsedúra
פרוצדורלי,פְּרוֹצֶדוּרָלִי,protsedúrali
פרוצדורלי,פְּרוֹצֶדוּרָלִי,protsedúrali
פרוק,פֵּרוּק,perúk
פרוק,פָּרוּק,parúk
פרוקליטי,פְּרוֹקְלִיטִי,proklíti
פרורי,פֵּרוּרֵי,perureí
פרוש,פָּרוּשׁ,parúsh
פרוש,פֵּרוּשׁ,perúsh
פרושוטו,פְּרוֹשׁוּטוֹ,proshúto
פרות,פֵּרוֹת,perót
פרותזה,פְּרוֹתֶזָה,próteza
פרותי,פֵּרוֹתִי,perotí
פרותי,פַּרְוָתִי,parvatí
פרותנות,פֵּרוֹתָנוּת,perotanút
פרזון,פְּרָזוֹן,prazón
פרזות,פְּרָזוֹת,prazót
פרזיט,פָּרָזִיט,parazít
פרזיטולוגיה,פָּרָזִיטוֹלוֹגְיָה,parazitológya
פרזנטור,פְּרֵזֶנְטוֹר,prezéntor
פרח,פָּרַח,parákh
פרח,פְרֵח,frekh
פרח,פֶּרַח,pérakh
פרחה,פְרֵחָה,frécha
פרחון,פִּרְחוֹן,pirchon
פרחח,פִּרְחָח,pirháh
פרחי,פָּרְחֵי,parkhéy
פרחים,פְּרָחִים,prakhím
פרט,פְּרָט,prat
פרטי,פְּרָטִי,pratí
פרטיות,פְּרָטִיּוּת,pratiyút
פרטיזן,פַּרְטִיזָן,partizán
פרטיטורה,פַּרְטִיטוּרָה,pártitura
פרטית,פְּרָטִית,pratít
פרי,פְּרִי,pri
פריבטיר,פְּרִיבָטִיר,privatír
פריבילגיה,פְּרִיבִילֶגְיָה,privilégya
פריגטה,פְרִיגָטָה,frigáta
פריגי,פְרִיגִי,frígi
פריהליון,פֶּרִיהֶליוֹן,príhelyon
פריט,פְּרִיט,prít
פריטה,פְּרִיטָה,pritá
פריטטה,פְריטָּטָה,prítata
פריך,פָּרִיךְ,paríkh
פרים,פְּרַיְם,praym
פרימדונה,פְּרִימָדוֹנָה,primadóna
פרימוס,פְּרִימוּס,prímus
פרימיטיבי,פְּרִימִיטִיבִי,primitívi
פרינציפ,פְּרִינְצִיפּ,printsíp
פריסקופ,פֶּרִיסְקוֹפּ,périskop
פריפה,פְּרִיפָה,prifá
פריפריה,פֶּרִיפֶרְיָה,periférya
פריץ,פָּרִיץ,parítz
פריק,פָּרִיק,parík
פריר,פְרָיֶר,fráyer
פרכוס,פִּרְכּוּס,pirkús
פרלין,פְּרָלִין,prálin
פרלמנט,פַּרְלָמֶנְט,parlamént
פרם,פַרְם,farm
פרם,פֶּרְם,perm
פרמדיק,פָּרָמֶדִיק,paramedík
פרמיום,פֶרְמְיוּם,fremuím
פרמקולוגיה,פַרְמָקוֹלוֹגְיָה,pharmakológya
פרנהיט,פָרֶנְהַיְט,farenháyt
פרנואיד,פָּרָנוֹאִיד,paranoíd
פרנויה,פָּרָנוֹיָה,paranóya
פרנס,פַּרְנָס,parnás
פרנסה,פַּרְנָסָה,parnasá
פרנציום,פְרַנְצְיוּם,frantsúm
פרנק,פְרַנְק,frank
פרס,פָּרָס,parás
פרס,פֶּרֶס,péres
פרס,פְּרַס,pras
פרס,פְּרָס,pras
פרסה,פַּרְסָה,parsá
פרסה,פַרְסָה,fársa
פרסוניפיקציה,פֶּרְסוֹנִיפִיקַצְיָה,personifikátsya
פרסונליזציה,פֶּרְסוֹנָלִיזַצְיָה,personalizátsya
פרסונלית,פֶּרְסוֹנָלִית,personálit
פרסי,פָּרְסִי,parsí
פרסית,פַּרְסִית,parsít
פרסמת,פִּרְסֹמֶת,pirsómet
פרספקטיבה,פֶּרְסְפֶּקְטִיבָה,perspektíva
פרפוזיה,פֶּרְפוּזְיָה,perfúzia
פרפין,פָּרָפִין,parafín
פרפקציוניזם,פֶּרְפֶקְצְיוֹנִיזְם,perfektsiónizem
פרפר,פַּרְפַּר,parpár
פרפרזה,פָּרַפְרָזָה,parafráza
פרפרת,פַּרְפֶּרֶת,parpéret
פרץ,פֶּרֶץ,péretz
פרצוף,פַּרְצוּף,partsúf
פרצוף,פַּרְצוּף,partzúf
פרצופון,פַּרְצוּפוֹן,partsúfon
פרצופי,פַּרְצוּפִי,partzufí
פרצופיות,פַּרְצוּפִיּוּת,partzufiyút
פרצן,פַּרְצָן,pártsan
פרק,פַּרְק,park
פרק,פְרָק,frak
פרק,פֶּרֶק,pérek
פרקולטור,פֶּרְקוֹלָטוֹר,perkolátor
פרקטי,פְּרַקְטִי,prákti
פרקטל,פְרַקְטָל,fraktál
פרקליט,פְּרַקְלִיט,praklít
פרקליטות,פְּרַקְלִיטוּת,praklitút
פרקמבריון,פְּרֵקַמְבְּרִיּוֹן,prekambriyón
פרקן,פֻּרְקָן,purkán
פרש,פֶּרֶשׁ,péresh
פרש,פָּרָשׁ,parásh
פרש,פָּרַשׂ,parás
פרשה,פָּרָשָׁה,parasha
פרשים,פָּרָשִׁים,parashím
פרשנות,פַּרְשָׁנוּת,párshanut
פרשת,פָּרָשַׁת,parashát
פרתם,פַּרְתָּם,partám
פשוט,פָּשׁוּט,pashút
פשוטה,פְּשׁוּטָה,pshutá
פשוש,פָּשׁוֹשׁ,pashósh
פשח,פֶּשַׁח,péshach
פשט,פְּשָׁט,pshat
פשט,פָּשַׁט,pashát
פשטות,פַּשְׁטוּת,pashtút
פשטידה,פַּשְׁטִידָה,pashtidá
פשטנות,פַּשְׁטָנוּת,pashtanút
פשיזם,פַשִׁיזְם,fashízem
פשיטה,פְּשִׁיטָה,pshitá
פשיטת,פְּשִׁיטַת,pshitát
פשיקה,פְּשִׂיקָה,psiká
פשלה,פַשְׁלָה,fáshla
פשע,פֶּשַׁע,pésha
פשפש,פִּשְׁפֵּשׁ,pishpésh
פשפש,פִּשְׁפָּשׁ,pishpásh
פשר,פֵּשֶׁר,pésher
פשרן,פַּשְׁרָן,pashrán
פשתה,פִּשְׁתָּה,pishtá
פשתים,פִּשְׁתִּים,pishtím
פשתן,פִּשְׁתָּן,pishtán
פשתני,פִּשְׁתָנִי,pishtaní
פת,פַּת,pat
פת,פֹּת,pot
פתאם,פִּתְאֹם,pit'óm
פתבג,פַּתְבַּג,patbág
פתגם,פִּתְגָם,pitgám
פתה,פִּתָּה,píta
פתוח,פִּתּוּחַ,pitúach
פתוח,פָּתוּחַ,patú'akh
פתוח,פָּתוּחַ,patúakh
פתוח,פָּתוּחַ,patuákh
פתוחה,פְּתוּחָה,ptukhá
פתוחה,פְּתוּחָה,ptúkha
פתוחים,פְּתוּחִים,ptukhím
פתול,פִּתּוּל,pitúl
פתולוגי,פָּתוֹלוֹגִי,patológi
פתולוגיה,פָּתוֹלוֹגְיָה,patológya
פתוס,פָּתּוֹס,pátos
פתור,פָּתוּר,patúr
פתות,פְּתוֹת,ptot
פתח,פַּתָּח,patákh
פתח,פֶּתַח,pétakh
פתחה,פִּתְחָה,pitkhá
פתטי,פָּתֵטִי,patéti
פתי,פֶּתִי,péty
פתיה,פִּתִּיָּה,pityiá
פתיון,פִּתָּיוֹן,pitayón
פתיחה,פְּתִיחָה,ptikhá
פתיל,פְּתִיל,ptil
